Date,Day,Month,Year,Time,City,County,Reporter_Occupation,Sighting,Sighting_Tokenised,overall_emotion,experience_overall
2022-04-30 00:00:00,30.0,4.0,2022.0,00:06:00,Knaresborough,,,very bright light with a haze around it.,"['bright', 'light', 'haze', 'around']",fear,Negative
2022-04-29 00:00:00,29.0,4.0,2022.0,23:05:00,Bristol,Somerset,,"clear sky,both passed out of sight within seconds","['clear', 'sky', 'passed', 'sight', 'within', 'seconds']",anger,Positive
2022-04-22 00:00:00,22.0,4.0,2022.0,20:45:00,Bournemouth,Dorset,,just looked up and there they were 2 craft,"['looked', '2', 'craft']",anger,Positive
2022-04-21 00:00:00,21.0,4.0,2022.0,20:47:00,Fareham,Hampshire,,there was a white round cloud and a bright light behind it moving at the same speed and distance.,"['white', 'round', 'cloud', 'bright', 'light', 'behind', 'moving', 'speed', 'distance']",anticipation,Positive
2022-04-21 00:00:00,21.0,4.0,2022.0,20:46:00,Lewes,East Sussex,,we saw what looked like a moving cloud in a cloudless sky then a moving light appeared next to it and moved smoothly across the sky,"['looked', 'moving', 'cloud', 'cloudless', 'sky', 'moving', 'light', 'appeared', 'next', 'moved', 'smoothly', 'across', 'sky']",anger,Positive
2022-04-21 00:00:00,21.0,4.0,2022.0,20:23:00,Norwich,Norfolk,,ball of light pushing a cloud?,"['ball', 'light', 'pushing', 'cloud']",anger,Negative
2022-04-20 00:00:00,20.0,4.0,2022.0,16:00:00,Market Harborough,Leicestershire,,"cylindrical tictac object at distance.its size must have been very large, very bright white, so much so & stood out against the cloud","['cylindrical', 'tictac', 'object', 'distance.its', 'size', 'must', 'large', 'bright', 'white', 'much', 'stood', 'cloud']",anticipation,Positive
2022-04-12 00:00:00,12.0,4.0,2022.0,20:00:00,Stoke-on-Trent,Staffordshire,,a vertical thin bright light and ufos coming out of nowhere,"['vertical', 'thin', 'bright', 'light', 'ufos', 'coming', 'nowhere']",anger,Negative
2022-04-10 00:00:00,10.0,4.0,2022.0,20:00:00,Thornbury,,,"son photos the moon, catches ufo","['son', 'photos', 'moon', 'catches']",surprise,Negative
2022-04-09 00:00:00,9.0,4.0,2022.0,20:30:00,Gravesend,Kent,,fast moving light in the shape and size of a star,"['fast', 'moving', 'light', 'shape', 'size', 'star']",anticipation,Positive
2022-04-09 00:00:00,9.0,4.0,2022.0,19:46:00,Liverpool,Merseyside,,flew overhead leaving a trail; then stopped at a fair distance away and stayed stationary in the air,"['flew', 'overhead', 'leaving', 'trail', 'stopped', 'fair', 'distance', 'away', 'stayed', 'stationary', 'air']",anger,Positive
2022-03-27 00:00:00,27.0,3.0,2022.0,20:55:00,LONDON,Greater London,,pulsating / morphing/ light changing object,"['pulsating', 'morphing/', 'light', 'changing', 'object']",anger,Negative
2022-03-26 00:00:00,26.0,3.0,2022.0,21:30:00,Stafford,Staffordshire,,i parked on carpark facing my property and on the sky was a strange flashing object moving across the sky. i immediately grabbed my pho,"['parked', 'carpark', 'facing', 'property', 'sky', 'strange', 'flashing', 'object', 'moving', 'across', 'sky', 'immediately', 'grabbed', 'pho']",anger,Positive
2022-03-26 00:00:00,26.0,3.0,2022.0,20:45:00,Swadlincote,Derbyshire,,bright object west to east. clear sky went vertical roughly at 20.23,"['bright', 'object', 'west', 'east', 'clear', 'sky', 'went', 'vertical', 'roughly', '20.23']",anger,Positive
2022-03-26 00:00:00,26.0,3.0,2022.0,20:05:00,Maidenhead,Berkshire,,light travelled across the sky high up and there was no flashing lights like you would expect to see on an aeroplane.,"['light', 'travelled', 'across', 'sky', 'high', 'flashing', 'lights', 'would', 'expect', 'see', 'aeroplane']",anticipation,Positive
2022-03-25 00:00:00,25.0,3.0,2022.0,19:52:00,Aberdeen,Aberdeenshire,,seen looking south from postcode ab123pu,"['seen', 'looking', 'south', 'postcode', 'ab123pu']",anger,Negative
2022-03-25 00:00:00,25.0,3.0,2022.0,19:00:00,Sheffield,South Yorkshire,,regular sightings around our house,"['regular', 'sightings', 'around', 'house']",anger,Negative
2022-03-24 00:00:00,24.0,3.0,2022.0,17:30:00,Charlton,,,"it looked like the largest blue blob of shooting stars i,ve ever seen in my life.it went down i could see where behind houses.","['looked', 'largest', 'blue', 'blob', 'shooting', 'stars', 'ever', 'seen', 'life.it', 'went', 'could', 'see', 'behind', 'houses']",fear,Negative
2022-03-20 00:00:00,20.0,3.0,2022.0,14:10:00,Llandudno,Gwynedd,,something bright in the sky.,"['something', 'bright', 'sky']",anger,Positive
2022-03-18 00:00:00,18.0,3.0,2022.0,23:02:00,VillageofChawton,,,sighting of a very bizarre looking object in night sky near my home,"['sighting', 'bizarre', 'looking', 'object', 'night', 'sky', 'near', 'home']",anger,Positive
2022-03-10 00:00:00,10.0,3.0,2022.0,23:15:00,mexbourough,,,i went into garden and it was there,"['went', 'garden']",joy,Positive
2022-03-07 00:00:00,7.0,3.0,2022.0,18:26:00,Cardiff,Glamorgan,,fairly large white circle/ball rising through the air but occasionally levelling out to go straight,"['fairly', 'large', 'white', 'circle/ball', 'rising', 'air', 'occasionally', 'levelling', 'go', 'straight']",anticipation,Positive
2022-03-07 00:00:00,7.0,3.0,2022.0,04:00:00,llanddudno,,,stagnent orange ball of light that went from small to big,"['stagnent', 'orange', 'ball', 'light', 'went', 'small', 'big']",anger,Negative
2022-03-06 00:00:00,6.0,3.0,2022.0,18:45:00,Bristol,Avon,,i saw a low small white very bright light moving across a clear sky for a few seconds it then appeared to flash and totally disappear,"['low', 'small', 'white', 'bright', 'light', 'moving', 'across', 'clear', 'sky', 'seconds', 'appeared', 'flash', 'totally', 'disappear']",anticipation,Positive
2022-03-05 00:00:00,5.0,3.0,2022.0,22:55:00,Brecon,Dyfed,,not sure what to put in this bit.,"['sure', 'put', 'bit']",anger,Negative
2022-03-03 00:00:00,3.0,3.0,2022.0,22:45:00,Birmingham,West Midlands,,"it flew by landed and i watched it stay there for like 5 minutes then it flew of but left something on the floor, some kind of gun","['flew', 'landed', 'watched', 'stay', '5', 'minutes', 'flew', 'left', 'something', 'floor', 'kind', 'gun']",fear,Positive
2022-03-02 00:00:00,2.0,3.0,2022.0,22:19:00,West Bromwich,West Midlands,,i seen it land for like 5 min then go but when i went over and seen something on floor and took it back home its like a very wired gun,"['seen', 'land', '5', 'min', 'go', 'went', 'seen', 'something', 'floor', 'took', 'back', 'home', 'wired', 'gun']",anger,Negative
2022-02-26 00:00:00,26.0,2.0,2022.0,05:40:00,BAUNTON,,,looked like a satellite initially,"['looked', 'satellite', 'initially']",anger,Negative
2022-02-25 00:00:00,25.0,2.0,2022.0,19:28:00,Sunderland.HoughtonleSpring,,,got 1 min of footage. but event was about 3. thing moved too fast and performed maneuvers that defy physics.,"['got', '1', 'min', 'footage', 'event', '3.', 'thing', 'moved', 'fast', 'performed', 'maneuvers', 'defy', 'physics']",anger,Negative
2022-02-22 00:00:00,22.0,2.0,2022.0,17:44:00,LancasterLancashire,,,wierd line sort of shape,"['wierd', 'line', 'sort', 'shape']",anger,Positive
2022-02-14 00:00:00,14.0,2.0,2022.0,18:00:00,Bristol,Avon,,2 sets of white claws forming a cirular shape that rotated fast and colapsed into nothing.,"['2', 'sets', 'white', 'claws', 'forming', 'cirular', 'shape', 'rotated', 'fast', 'colapsed', 'nothing']",anger,Positive
2022-02-10 00:00:00,10.0,2.0,2022.0,16:34:00,Aylesbury,Buckinghamshire,,flashing sphere spotted in the sky,"['flashing', 'sphere', 'spotted', 'sky']",anger,Positive
2022-02-05 00:00:00,5.0,2.0,2022.0,22:07:00,Cardiff,South Glamorgan,,"two light sources, moving slowly, winked out within a second of one another","['two', 'light', 'sources', 'moving', 'slowly', 'winked', 'within', 'second', 'one', 'another']",anger,Negative
2022-02-04 00:00:00,4.0,2.0,2022.0,05:00:00,Charlton,,,the 2 green and red orbs that came out of the big white orb flew from left to right in a straight line back and forth,"['2', 'green', 'red', 'orbs', 'came', 'big', 'white', 'orb', 'flew', 'left', 'right', 'straight', 'line', 'back', 'forth']",joy,Positive
2022-01-31 00:00:00,31.0,1.0,2022.0,21:30:00,Winsford,Cheshire,,bright light moving,"['bright', 'light', 'moving']",anger,Negative
2022-01-31 00:00:00,31.0,1.0,2022.0,06:55:00,Derby,Derbyshire,,caught on camera,"['caught', 'camera']",anger,Negative
2022-01-26 00:00:00,26.0,1.0,2022.0,06:15:00,Shirebrook,,,"this is the second time iâ€™ve seen this. itâ€™s a low hovering sphere of orange light. quite big, too big to be a drone. it just hovered.","['second', 'time', 'iâ€™ve', 'seen', 'itâ€™s', 'low', 'hovering', 'sphere', 'orange', 'light', 'quite', 'big', 'big', 'drone', 'hovered']",anticipation,Negative
2022-01-16 00:00:00,16.0,1.0,2022.0,18:00:00,Cleethorpes,South Humberside,,it's like nothing i have ever seen,"[""'s"", 'nothing', 'ever', 'seen']",anger,Negative
2022-01-14 00:00:00,14.0,1.0,2022.0,01:04:00,MiltonKeynes,,,"triangle shape, with bright flashing lights (green and blue).it was darting left and right with fast movement diagonally.","['triangle', 'shape', 'bright', 'flashing', 'lights', 'green', 'blue', '.it', 'darting', 'left', 'right', 'fast', 'movement', 'diagonally']",fear,Positive
2022-01-08 00:00:00,8.0,1.0,2022.0,19:07:00,Northampton,Northamptonshire,,i saw two separate sightings of golden circular fluorescent lights in the sky.,"['two', 'separate', 'sightings', 'golden', 'circular', 'fluorescent', 'lights', 'sky']",anger,Positive
2022-01-06 00:00:00,6.0,1.0,2022.0,19:19:00,Cowes,,,watching cowes live cam and we saw a light flashing erratically then a ball flashes from right to left of screen then bounces back .,"['watching', 'cowes', 'live', 'cam', 'light', 'flashing', 'erratically', 'ball', 'flashes', 'right', 'left', 'screen', 'bounces', 'back']",anticipation,Negative
2022-01-05 00:00:00,5.0,1.0,2022.0,18:00:00,Aberdeen,Aberdeenshire,,i saw a stationery white and blue light and took photos of it. it would light up for about 5 secs then blink out. lasted about 20 mins.,"['stationery', 'white', 'blue', 'light', 'took', 'photos', 'would', 'light', '5', 'secs', 'blink', 'lasted', '20', 'mins']",anticipation,Positive
2022-01-03 00:00:00,3.0,1.0,2022.0,02:00:00,SouthBrent,,,i was sitting up in bed on the upper floor of my house,"['sitting', 'bed', 'upper', 'floor', 'house']",anger,Negative
2022-01-01 00:00:00,1.0,1.0,2022.0,01:00:00,Rugby,Warwickshire,,"2022 new years ufo sighting uk, @1am ny day caught on phone.","['2022', 'new', 'years', 'sighting', 'uk', '1am', 'ny', 'day', 'caught', 'phone']",anger,Negative
2022-01-01 00:00:00,1.0,1.0,2022.0,00:05:00,Flitwick,,,"itâ€™s not a very clear film. lights in the sky, some stationary, and some moving at speed.","['itâ€™s', 'clear', 'film', 'lights', 'sky', 'stationary', 'moving', 'speed']",anger,Positive
2022-01-01 00:00:00,1.0,1.0,2022.0,00:00:00,EastHam,,,travelling from sw to ne,"['travelling', 'sw', 'ne']",anger,Negative
2021-12-30 00:00:00,30.0,12.0,2021.0,20:39:00,Waterlooville,,,they just appeared and flew and darted around see video. nufoc note: ground-based advertizing lights? pd)),"['appeared', 'flew', 'darted', 'around', 'see', 'video', 'nufoc', 'note', 'ground-based', 'advertizing', 'lights', 'pd']",fear,Negative
2021-12-29 00:00:00,29.0,12.0,2021.0,23:20:00,Bradford,West Yorkshire,,bright glowing ice blue and white lights then fiery orange appeared,"['bright', 'glowing', 'ice', 'blue', 'white', 'lights', 'fiery', 'orange', 'appeared']",anticipation,Positive
2021-12-21 00:00:00,21.0,12.0,2021.0,18:30:00,Edinburgh,Fife,,craft appeared outside my window.,"['craft', 'appeared', 'outside', 'window']",anger,Positive
2021-12-20 00:00:00,20.0,12.0,2021.0,18:45:00,Studley,,,"i pointed to my husband, we seen it flew circles then it flew in same direction we were driving","['pointed', 'husband', 'seen', 'flew', 'circles', 'flew', 'direction', 'driving']",anger,Negative
2021-12-15 00:00:00,15.0,12.0,2021.0,00:45:00,Warrington,Cheshire,,silent craft flew overhead at extremely high speed. craft seemed to be made of light or was glowing brightly.,"['silent', 'craft', 'flew', 'overhead', 'extremely', 'high', 'speed', 'craft', 'seemed', 'made', 'light', 'glowing', 'brightly']",anticipation,Positive
2021-11-29 00:00:00,29.0,11.0,2021.0,09:30:00,London,Greater London,,pale blue/green rectangle with 8 lights,"['pale', 'blue/green', 'rectangle', '8', 'lights']",anger,Negative
2021-11-22 00:00:00,22.0,11.0,2021.0,02:30:00,BemptonBridlington,,,a great experience,"['great', 'experience']",anger,Negative
2021-11-21 00:00:00,21.0,11.0,2021.0,10:49:00,Fleetwood,Lancashire,,metallic sphere caught on my phone and discovered later that day .,"['metallic', 'sphere', 'caught', 'phone', 'discovered', 'later', 'day']",anger,Negative
2021-11-11 00:00:00,11.0,11.0,2021.0,23:55:00,Gloucestershire,,,i was woken by a missed call at 11 29 last night lay in bed awake and saw a red saucer shape with surrounding light looked like the pla,"['woken', 'missed', 'call', '11', '29', 'last', 'night', 'lay', 'bed', 'awake', 'red', 'saucer', 'shape', 'surrounding', 'light', 'looked', 'pla']",anticipation,Positive
2021-11-11 00:00:00,11.0,11.0,2021.0,21:05:00,Southampton,Hampshire,,flashing behind clouds and cilindric flying object,"['flashing', 'behind', 'clouds', 'cilindric', 'flying', 'object']",anger,Negative
2021-11-10 00:00:00,10.0,11.0,2021.0,11:45:00,Ashford,Kent,,i donâ€™t know what this was,"['donâ€™t', 'know']",anger,Negative
2021-10-30 00:00:00,30.0,10.0,2021.0,21:35:00,Dunbartionshire,,,my son seen it first and asked me what it was in the sky and i looked up and saw a triangle craft with a light at each corner and flew,"['son', 'seen', 'first', 'asked', 'sky', 'looked', 'triangle', 'craft', 'light', 'corner', 'flew']",anger,Positive
2021-10-30 00:00:00,30.0,10.0,2021.0,21:30:00,LochLomond,,,triangle craft 100 feet above us,"['triangle', 'craft', '100', 'feet', 'us']",anger,Positive
2021-10-19 00:00:00,19.0,10.0,2021.0,15:19:00,Rochester,Kent,,caught on camera. caught on camera. ((nuforc note: bird in flight. pd)),"['caught', 'camera', 'caught', 'camera', 'nuforc', 'note', 'bird', 'flight', 'pd']",anger,Negative
2021-10-10 00:00:00,10.0,10.0,2021.0,23:02:00,Sale,,,came out and noticed a bright light. took our phone to zoom in and noticed it moving very fast and also moving up and down.,"['came', 'noticed', 'bright', 'light', 'took', 'phone', 'zoom', 'noticed', 'moving', 'fast', 'also', 'moving']",anger,Negative
2021-10-06 00:00:00,6.0,10.0,2021.0,11:52:00,Keswick,Cumbria,,"raf were flying down the borrowdale valley, i took a photo and then later spotted another aircraft flying much higher in the sky.","['raf', 'flying', 'borrowdale', 'valley', 'took', 'photo', 'later', 'spotted', 'another', 'aircraft', 'flying', 'much', 'higher', 'sky']",anger,Positive
2021-10-04 00:00:00,4.0,10.0,2021.0,18:00:00,Lambtonwashington,,,"flashing back and forth , then reappeared as a stationary side cone shape for 2 hours or so, then disapeared","['flashing', 'back', 'forth', 'reappeared', 'stationary', 'side', 'cone', 'shape', '2', 'hours', 'disapeared']",surprise,Positive
2021-10-01 00:00:00,1.0,10.0,2021.0,05:40:00,Stanlow,,,at between 5.30 and 5.40am i was driving from chester on the m53 motorway in the u.k heading towards junction 5 eastham. i noticed a br,"['5.30', '5.40am', 'driving', 'chester', 'm53', 'motorway', 'u.k', 'heading', 'towards', 'junction', '5', 'eastham', 'noticed', 'br']",anger,Negative
2021-09-26 00:00:00,26.0,9.0,2021.0,15:00:00,WattstownRhonddaValleys,,,i had seen it in the corner of my eye at about 1.30 as i was leaving town. i got back about 3pm and went straight to where i saw it.,"['seen', 'corner', 'eye', '1.30', 'leaving', 'town', 'got', 'back', '3pm', 'went', 'straight']",anger,Negative
2021-09-23 00:00:00,23.0,9.0,2021.0,22:08:00,GlasEilean,,,changing yellow/green/red lights with fast changing direction fast in silence,"['changing', 'yellow/green/red', 'lights', 'fast', 'changing', 'direction', 'fast', 'silence']",anger,Negative
2021-09-07 00:00:00,7.0,9.0,2021.0,15:00:00,Liverpool,Merseyside,,"vertical cylinder, slow moving but caught sunlight reflects a couple of times which is what made me look up.was travelling in a south t","['vertical', 'cylinder', 'slow', 'moving', 'caught', 'sunlight', 'reflects', 'couple', 'times', 'made', 'look', 'up.was', 'travelling', 'south']",anticipation,Negative
2021-08-29 00:00:00,29.0,8.0,2021.0,23:30:00,Essex,,,a very bright light that moved behind a â€œcloudâ€ and flew off very quickly.,"['bright', 'light', 'moved', 'behind', 'â€œcloudâ€\x9d', 'flew', 'quickly']",anger,Negative
2021-08-28 00:00:00,28.0,8.0,2021.0,21:12:00,Alton,Hampshire,,"two blue/purple lighted craft flying next to/and near to each other in night sky at moderate speed towards the town of alton,hampshire","['two', 'blue/purple', 'lighted', 'craft', 'flying', 'next', 'to/and', 'near', 'night', 'sky', 'moderate', 'speed', 'towards', 'town', 'alton', 'hampshire']",anger,Positive
2021-08-22 00:00:00,22.0,8.0,2021.0,21:55:00,Chelmsford,Essex,,light moving across sky,"['light', 'moving', 'across', 'sky']",anger,Positive
2021-08-19 00:00:00,19.0,8.0,2021.0,16:46:00,WellsnexttheSea,,,brother in law likes to take photos of clouds and whilst doing this noticed an extremely fast moving object go,"['brother', 'law', 'likes', 'take', 'photos', 'clouds', 'whilst', 'noticed', 'extremely', 'fast', 'moving', 'object', 'go']",anger,Positive
2021-08-10 00:00:00,10.0,8.0,2021.0,10:50:00,Margaret,,,the object was rotating in it self and changing shapes(round). shining polygon.,"['object', 'rotating', 'self', 'changing', 'shapes', 'round', 'shining', 'polygon']",anger,Positive
2021-07-29 00:00:00,29.0,7.0,2021.0,16:45:00,Horsham(UK/England,,,"daytime small glinting orbs flying in formation in horsham, uk","['daytime', 'small', 'glinting', 'orbs', 'flying', 'formation', 'horsham', 'uk']",anger,Negative
2021-07-17 00:00:00,17.0,7.0,2021.0,02:00:00,Bognor Regis,West Sussex,,"video footage taken at 0200hrs whilst â´ghost huntingâ´, too dark to capture surroundings. ufo acted intelligent and interested in us.","['video', 'footage', 'taken', '0200hrs', 'whilst', 'â´ghost', 'huntingâ´', 'dark', 'capture', 'surroundings', 'acted', 'intelligent', 'interested', 'us']",anticipation,Positive
2021-07-12 00:00:00,12.0,7.0,2021.0,15:04:00,Scunthorpe,North Lincolnshire,,unaware at time but caught on camera,"['unaware', 'time', 'caught', 'camera']",anticipation,Negative
2021-06-30 00:00:00,30.0,6.0,2021.0,21:24:00,Felpham/BognorRegis,,,my husband and i were on the beach at felpham west sussex and noticed a light appearing and disappearing in different spots.it was cons,"['husband', 'beach', 'felpham', 'west', 'sussex', 'noticed', 'light', 'appearing', 'disappearing', 'different', 'spots.it', 'cons']",fear,Negative
2021-06-05 00:00:00,5.0,6.0,2021.0,07:30:00,Rainhill,,,brushed aluminium silver solid metallic sphere dropped from the sky and crossed directly overhead.,"['brushed', 'aluminium', 'silver', 'solid', 'metallic', 'sphere', 'dropped', 'sky', 'crossed', 'directly', 'overhead']",anger,Positive
2021-05-17 00:00:00,17.0,5.0,2021.0,01:23:00,East Kilbride,South Lanarkshire,,lights,['lights'],anger,Negative
2021-05-17 00:00:00,17.0,5.0,2021.0,01:09:00,Wishaw,Lanarkshire,,three objects seemingly hovering in the sky join together and dissappear,"['three', 'objects', 'seemingly', 'hovering', 'sky', 'join', 'together', 'dissappear']",anger,Positive
2021-04-10 00:00:00,10.0,4.0,2021.0,19:00:00,Merseyside,,,"mixed silver oval shape, sunlit reflexion centre right hits small cloud cover at speed and doesn't appear again!","['mixed', 'silver', 'oval', 'shape', 'sunlit', 'reflexion', 'centre', 'right', 'hits', 'small', 'cloud', 'cover', 'speed', ""n't"", 'appear']",anger,Negative
2021-03-18 00:00:00,18.0,3.0,2021.0,15:11:00,HinchleyWood,,,black doughnut shaped object seen in the sky.,"['black', 'doughnut', 'shaped', 'object', 'seen', 'sky']",sadness,Positive
2021-03-12 00:00:00,12.0,3.0,2021.0,05:15:00,Rugby,Warwickshire,,strange perfect straight lights that kept formation . ((starlink satlellites??)),"['strange', 'perfect', 'straight', 'lights', 'kept', 'formation', 'starlink', 'satlellites']",anticipation,Positive
2021-03-06 00:00:00,6.0,3.0,2021.0,20:50:00,Tamworth,Staffordshire,,three unidentifiable flying objects under control and of considerable dimensions.,"['three', 'unidentifiable', 'flying', 'objects', 'control', 'considerable', 'dimensions']",anger,Negative
2021-03-01 00:00:00,1.0,3.0,2021.0,00:00:00,Northwich,Cheshire,,the speed for this distance,"['speed', 'distance']",anger,Negative
2021-02-26 00:00:00,26.0,2.0,2021.0,12:00:00,Littlehampton,West Sussex,,"fast moving silver objects, visible through binoculars only. heading south over english channel","['fast', 'moving', 'silver', 'objects', 'visible', 'binoculars', 'heading', 'south', 'english', 'channel']",anger,Negative
2021-02-21 00:00:00,21.0,2.0,2021.0,12:00:00,Littlehampton,West Sussex,,"fast moving silver objects, visible through binoculars only. heading south over english channel","['fast', 'moving', 'silver', 'objects', 'visible', 'binoculars', 'heading', 'south', 'english', 'channel']",anger,Negative
2021-02-09 00:00:00,9.0,2.0,2021.0,00:00:00,Manchester,Greater Manchester,,west ham united vs manchester united fa cup in extra time 24.57 to 24.59 just up in the corner of the penalty area a white orb appeared,"['west', 'ham', 'united', 'vs', 'manchester', 'united', 'fa', 'cup', 'extra', 'time', '24.57', '24.59', 'corner', 'penalty', 'area', 'white', 'orb', 'appeared']",anticipation,Positive
2021-02-05 00:00:00,5.0,2.0,2021.0,21:24:00,Chichester,West Sussex,,"extremely bright white object, with faint green and red lights also. was extremely fast and was so bright it was hard to focus on it.","['extremely', 'bright', 'white', 'object', 'faint', 'green', 'red', 'lights', 'also', 'extremely', 'fast', 'bright', 'hard', 'focus']",joy,Positive
2021-02-03 00:00:00,3.0,2.0,2021.0,06:15:00,Derby,Derbyshire,,disappearing line of star-like objects. ((starlink satellites??)),"['disappearing', 'line', 'star-like', 'objects', 'starlink', 'satellites']",fear,Negative
2021-01-23 00:00:00,23.0,1.0,2021.0,01:16:00,Leeds,West Yorkshire,,red & white spherical triangular shape object,"['red', 'white', 'spherical', 'triangular', 'shape', 'object']",anticipation,Positive
2020-12-31 00:00:00,31.0,12.0,2020.0,20:00:00,dunstable,Bedfordshire,,lights seen in clouds asked them to unclock messing around but some crafts showed them self,"['lights', 'seen', 'clouds', 'asked', 'unclock', 'messing', 'around', 'crafts', 'showed', 'self']",disgust,Negative
2020-12-31 00:00:00,31.0,12.0,2020.0,09:09:00,Glasgow,Lanarkshire,,saw a spaceship like aircraft hovering in the sky with green and blue lights,"['spaceship', 'aircraft', 'hovering', 'sky', 'green', 'blue', 'lights']",joy,Positive
2020-12-25 00:00:00,25.0,12.0,2020.0,12:30:00,Wolverhampton,West Midlands,,i was driving down newhampton road with my daughter when we seen a basketball size metallic ball floating in the sky about 50ft high. w,"['driving', 'newhampton', 'road', 'daughter', 'seen', 'basketball', 'size', 'metallic', 'ball', 'floating', 'sky', '50ft', 'high', 'w']",joy,Positive
2020-12-24 00:00:00,24.0,12.0,2020.0,19:36:00,Glamis,,,elliptical light in thick cloud continuously going round,"['elliptical', 'light', 'thick', 'cloud', 'continuously', 'going', 'round']",anger,Negative
2020-12-20 00:00:00,20.0,12.0,2020.0,17:25:00,Maidenhead,Berkshire,,line formation of stars moving west-east in the sky,"['line', 'formation', 'stars', 'moving', 'west-east', 'sky']",anticipation,Positive
2020-11-26 00:00:00,26.0,11.0,2020.0,21:00:00,London,Greater London,,"i was looking at the stars as i smoked a cigarette and saw a strange flash of light. it wasnâ€™t coming down like a shooting star, it was","['looking', 'stars', 'smoked', 'cigarette', 'strange', 'flash', 'light', 'wasnâ€™t', 'coming', 'shooting', 'star']",anticipation,Positive
2020-11-23 00:00:00,23.0,11.0,2020.0,17:00:00,Norwich,Norfolk,,at 17:00 north in the sky over norwich uk i witnessed 2 extremely bright orb lights white in colour which looked like they were joined,"['17:00', 'north', 'sky', 'norwich', 'uk', 'witnessed', '2', 'extremely', 'bright', 'orb', 'lights', 'white', 'colour', 'looked', 'joined']",anticipation,Positive
2020-10-23 00:00:00,23.0,10.0,2020.0,06:18:00,Ash,,,line of white lights moving from west to east,"['line', 'white', 'lights', 'moving', 'west', 'east']",anticipation,Positive
2020-10-19 00:00:00,19.0,10.0,2020.0,06:15:00,Whitby,North Yorkshire,,ufo's on the march. ((starlink satellites?)),"[""'s"", 'march', 'starlink', 'satellites']",anger,Positive
2020-10-17 00:00:00,17.0,10.0,2020.0,10:00:00,Newton-in-Cartmel,,,whilst driving north on a590 my wife and i observed in distance an egg shaped irregular object apparently still in the air which we est,"['whilst', 'driving', 'north', 'a590', 'wife', 'observed', 'distance', 'egg', 'shaped', 'irregular', 'object', 'apparently', 'still', 'air', 'est']",anger,Negative
2020-10-05 00:00:00,5.0,10.0,2020.0,21:00:00,Malvern,Worcestershire,,unexplainable rotating light pattern effect in the low cloud at night and strange loud humming sound,"['unexplainable', 'rotating', 'light', 'pattern', 'effect', 'low', 'cloud', 'night', 'strange', 'loud', 'humming', 'sound']",anger,Negative
2020-10-01 00:00:00,1.0,10.0,2020.0,06:30:00,Aberdeen,Aberdeenshire,,i was driving to work this morning and i noticed what i thought was a plane in the sky coming into land as it was very low but as i loo,"['driving', 'work', 'morning', 'noticed', 'thought', 'plane', 'sky', 'coming', 'land', 'low', 'loo']",anticipation,Positive
2020-09-27 00:00:00,27.0,9.0,2020.0,21:00:00,Waen-wen,,,bright light in night sky that stopped above us before rapidly changing direction,"['bright', 'light', 'night', 'sky', 'stopped', 'us', 'rapidly', 'changing', 'direction']",surprise,Positive
2020-09-27 00:00:00,27.0,9.0,2020.0,00:00:00,Brighton,East Sussex,,stunning interdimensional craft with et's inside,"['stunning', 'interdimensional', 'craft', 'et', ""'s"", 'inside']",anger,Positive
2020-09-08 00:00:00,8.0,9.0,2020.0,03:50:00,Telford,Shropshire,,heavy landing. .extremly bright white light.. no sound. lifted singly off the ground. strong pulse on leave that affected my printer.,"['heavy', 'landing', '.extremly', 'bright', 'white', 'light', '..', 'sound', 'lifted', 'singly', 'ground', 'strong', 'pulse', 'leave', 'affected', 'printer']",anticipation,Positive
2020-08-30 00:00:00,30.0,8.0,2020.0,21:51:00,NewcastleuponTyne,,,recorded on ring door bell camera,"['recorded', 'ring', 'door', 'bell', 'camera']",anger,Negative
2020-08-20 00:00:00,20.0,8.0,2020.0,01:50:00,Ilkeston,Derbyshire,,triangle hovered past my house,"['triangle', 'hovered', 'past', 'house']",anger,Negative
2020-08-18 00:00:00,18.0,8.0,2020.0,02:30:00,Brighton,East Sussex,,4 x bright lights moving in line slowly across the hills. after approx 1 minute 2 of the lights moved forward then back behind instantl,"['4', 'x', 'bright', 'lights', 'moving', 'line', 'slowly', 'across', 'hills', 'approx', '1', 'minute', '2', 'lights', 'moved', 'forward', 'back', 'behind', 'instantl']",anger,Positive
2020-08-15 00:00:00,15.0,8.0,2020.0,09:14:00,Dymchurch,,,i was recording the clouds during a thunderstorm and noticed an object moving erratically.,"['recording', 'clouds', 'thunderstorm', 'noticed', 'object', 'moving', 'erratically']",anger,Negative
2020-08-12 00:00:00,12.0,8.0,2020.0,22:00:00,East Kilbride,Lanarkshire,,disk shaped object that was hovering behind the trees on the golfcourse only a few feet above the ground.,"['disk', 'shaped', 'object', 'hovering', 'behind', 'trees', 'golfcourse', 'feet', 'ground']",anger,Positive
2020-08-11 00:00:00,11.0,8.0,2020.0,23:34:00,Liverpool,Merseyside,,"dog walking, watching lightning.... no thunder sound and photographed a ufo","['dog', 'walking', 'watching', 'lightning', '....', 'thunder', 'sound', 'photographed']",anticipation,Negative
2020-08-11 00:00:00,11.0,8.0,2020.0,22:36:00,AltonHampshire,,,two stationery circular red lights in the sky flashing on/off before slowly moving away and out of sight.,"['two', 'stationery', 'circular', 'red', 'lights', 'sky', 'flashing', 'on/off', 'slowly', 'moving', 'away', 'sight']",anger,Positive
