Date and Time Reported,City,Summary
01/01/2009 00:20,London (UK/England),london uk 1/1/2009 at 00:20 bright orange lights between 3-5 shapes follwing same pattern fast for about 10- 15 mins
01/01/2009 00:20,London (UK/England),orange round vessel in sky over Chertsey Surrey.
01/01/2009 00:05,Southampton (UK/England),"1.1.09. 00.05hrs and 15.6.09. 22.30hrs Southampton, England. Oval shaped orange glows / craft travelling in sky in slow straight lines"
01/01/2009 00:05,Cardiff (UK/Wales),"Three unidentified orange objects over Cardiff, New Years Day 2009"
12/31/2008 22:00,London (UK/England),ufo lights seen
12/30/2008 17:45,Littlehampton (UK/England),Orange light seen 'taking off' and disapearing over sea into distance
12/28/2008 19:30,Birmingham (UK/England),Sighting of spinning lights near Birmingham UK . 28/12/08 about 7:30pm on the motorway.
12/28/2008 10:30,Harrogate (UK/England),3 orange lights passing over Harrogate UK.
12/27/2008 00:00,Southampton (UK/England),2 Orange circular lights in sky over Southampton 27/12/08
12/26/2008 21:15,Reading (UK/England),2 orange balls of light like a plane was on fire
12/26/2008 17:30,Gloucestershire (UK/England),4 orange spherical objects seen in around 2 minute intervals ont he same path
12/25/2008 20:00,St. Andrews (UK/Scotland),Two bright lights in Fife
12/25/2008 19:45,Taunton (UK/England),Glowing Oval Object In The UK Night Sky
12/25/2008 19:10,Midgham (UK/England),"Deep orange sphere travelling west then north west, picture taken. 6x witness."
12/25/2008 18:15,London (UK/England),"3 lights, orange and red travelling across Londons night sky."
12/25/2008 12:15,UK/England,A flat black 3-5 sided ufo near Winter Hill
12/25/2008 11:00,Swaffham (UK/England),Photo Of Small Object In The Sky On Christmas Morning 2008; Plane or UFO?
12/25/2008 04:45,Bury st Edmunds,"three, craft, silent,"
12/25/2008 00:30,Earl Shilton (UK/England),Brilliant light in sky with smaller light separating and descending to the ground.
12/24/2008 20:00,Uddingston (UK/Scotland),"6 bright orange lights moving silently in the sky over Lanarkshire, Scotland"
12/24/2008 16:16,"Ely, Cambridge (UK/England)","UFOs photographed Xmas Eve near Ely Carthedral, Cambridge, England"
12/23/2008 21:20,North Shields (UK/England),This seemed to be a rendezvous between the huge further away object and the smaller brilliant round flat object that flew over my head.
12/23/2008 17:11,Harwich (UK/England),fireballs hover over road and disappear
12/22/2008 18:07,Mablethorpe (UK/England),"two orange lights seen over mablethorpe coast, north end, and orb over huttoft coast,"
12/20/2008 23:30,Haywards Heath (UK/England),"UFO Sighting I was driving north-eastwards towards Lindfield (UK) on the B2028 at about 2330 UTC on 20th December 2008, when I noticed"
12/17/2008 16:40,Lowestoft (UK/England),"bright light, then went small, moved across the sky very quickly, dissapeared then small flashes in the sky where it was. 500 Light"
12/15/2008 18:09,Derby (UK/England),Two Bright lights move slowly over Derby before being joined by a third to form a triangle.
12/12/2008 21:29,Manchester (UK/England),((HOAX??)) orange mesh spheres descend on M14 6QA
12/10/2008 02:00,Leicester (UK/England),it moved across the sky with small flashing lights on it and it was very quick and it dissapearred into a cloud.
12/07/2008 19:45,Runcorn (UK/England),5 burning slow moving objects phtographed in england
12/04/2008 12:00,Milton (near Banbury) (UK/England),bright slow moving non formation circular objects over north oxfordshire
12/01/2008 21:21,Clee Hill (UK/England),Object burning up or glancing off atmoshere sets a flame trail in sky.
12/01/2008 04:05,Birkenhead (UK/England),Dull orange glowing diamon shaped craft flying extremelly high at rapid velocity.
11/27/2008 00:00,Bedfordshire (UK/England),"Medium lit, square shaped white lights in a saucer shape, spinning around in night sky. Huge, no sound but the bathroom light went out"
11/23/2008 19:50,Staffordshire (UK/England),"Ball of fire moving acroos the sky, roughly the same speed you would expect a plane to move at."
11/23/2008 01:13,Thornton-Cleveleys (UK/England),YOU MUST READ THIS!!!!!!! This could not of been 5 planes they were far too close to each other........
11/22/2008 19:05,Scottish Borders (UK/Scotland),three orange lights over the Scottish Borders
11/22/2008 19:04,Oxford (UK/England),Orange ball over south Oxford with ring of orange lights normal speed
11/22/2008 19:00,Peacehaven (UK/England),lights in sky in peacehaven
11/21/2008 00:00,"Leeds, England (UK/England)",2 circular white lights in the sky.
11/20/2008 20:10,Rochester (Kent) (UK/England),2 ufo's over Rochester (UK) with vid
11/19/2008 17:45,Murton (UK/England),Ufo seen on A19 road in uk near murton
11/18/2008 21:05,"Brixworth, Northampton (UK/England)","Two Black Triangle shaped craft, moving slowly together"
11/14/2008 22:00,Birmingham (UK/England),"Was a circular shape with the lights goin acorss the centre of it flying over Birmingham, England"
11/14/2008 21:00,Manchester (Glossup) UK/England,8 round red stationary objects that shone even through the clouds.
11/14/2008 20:00,Lincoln (UK/England),Brief view of fast object
11/14/2008 18:23,Warwickshire (UK/England),"bright, blurry light fairly low in the sky with absolutely no sound, moving quite quickly in a straight line."
11/14/2008 17:00,"Boston, Lincolnshire (UK/England)","UFO sighted over boston, lincolshire 14th november 2008, semi circular with triangle orange light at 'rear'."
11/13/2008 19:20,"Dover, Kent (UK/England)",I never thought that I would be in a position whereby I would call the police to report objects in the sky that I could not identify.
11/12/2008 20:20,"St Helens, Merseyside (UK/England)",bright orange light
11/10/2008 19:05,"Handforth, Wilmslow, Cheshire (UK/England)",Orange fireball over North East Cheshire moving South to North
11/09/2008 23:15,Rugeley (UK/England),bright blue light bright enought to light at least a mile square up
11/07/2008 21:00,Abercarn (UK/Wales),"3 Red lit objects over Abercarn, Gwent UK.."
11/02/2008 09:15,London (UK/England),"Unknown , roughly shaped object spotted over North London"
11/01/2008 21:20,Glenrothes (UK/Scotland),"UFO IN SCOTLAND, UK"
10/31/2008 21:50,Hereford (UK/England),"5 orange objects over eastern horizon, viewed from SE Hereford in the UK"
10/31/2008 09:25,London (UK/England),The object was slowly moving across the Heathrow fight path over Richmond in Surrey. It was a dark object but it was also changing sha
10/30/2008 19:40,Aberdeen (UK/Scotland),3 stationary orange lights above city of Aberdeen
10/24/2008 00:00,Salford (Manchester) (UK/England),Something weird in the sky. ((NUFORC Note: Water droplet on lens of camera. PD))
10/22/2008 19:25,Kirkby in Ashfield (UK/England),orange ball seen over kirkby in ashfield nottinghamshire england
10/17/2008 22:00,Bracknell (UK/England),blue/white light moving away quickly
10/15/2008 00:00,Hull (UK/England),2 orangey red discs similar to other reports from the time.
10/12/2008 21:30,Buckinghamshire (UK/England),i saw a ufo
10/12/2008 21:00,Stafford (UK/England),"Another UFO, definately watching me and sending signals."
10/07/2008 19:15,Sheffield (UK/England),"a small flat disked shape, orange coloured, with orange rays coming off, moved further in the sky at late evening."
10/05/2008 18:24,Aberdeen (UK/Scotland),Bright orange round light moving over city
10/03/2008 10:30,"Chawton, Hampshire (UK/England)",Circular bright orange light in the night sky that glowed twice (on/off) before disappearing
10/02/2008 20:00,Neacroft (Christchurch) Bournemouth (UK/England),Cluster of flashing lights spotted
09/29/2008 21:45,Barnsley (UK/England),A BIG GREEN ORB JUST ABOVE TREES FOLLOWED MY FATHER ACOSS A FIELD IT ALSO HAD SMALLER GREEN LIGHTS GOING IN A CIRCULAR SHAPE AROUND IT.
09/28/2008 20:59,Selborne (Hampshire) (UK/England),Pulsating orange light or lights(or Orbs) that moved up and down in the sky before Disappearing
09/28/2008 19:32,Bournemouth (UK/England),"A super bright light, constant, in a straight line, no noise or flashing!!"
09/27/2008 19:00,"Morden, Surrey (UK/England)","Strange object over the skies of Morden, Surrey, UK"
09/26/2008 21:30,"Morde, Surrey (UK/England)",Morden sighting 26/09/08
09/26/2008 20:15,Leeds (UK/England),"Slow moving light over Leeds, West Yorkshire"
09/26/2008 20:10,UK/Wales,this was a ufo
09/25/2008 22:01,Newport (UK/Wales),orange light in night sky
09/25/2008 20:55,Shrewsbury (UK/England),"Orange light moving fast across the sky, no sound."
09/25/2008 16:15,London (UK/England),"small, fast moving sphere travelling in straight line high up on a cloudy day in London"
09/22/2008 20:46,Edinburgh (UK/Scotland),"Clear sky, near cassiopeia-triangle shaped with 3rd object in parallel. Perfect formation & very fast & high in sky."
09/21/2008 20:00,Cardiff (UK/Wales),seemed like stars travelling as if they were planes
09/21/2008 16:00,Featherstone (UK/England),Bright Flashing Light over Featherstone UK approximately 20 times before leaving M54
09/21/2008 13:30,Wakefield (UK/England),Bright white light in sky emerges as 2/3 segmented object.
09/20/2008 21:00,"Wadebridge, Cornwall (UK/England)","North Cornwall, UK, circular craft, with pulsating lights surrounding it: blue, yellow, red."
09/20/2008 20:35,Timperley (UK/England),Vanishing evening star
09/19/2008 19:50,Stoke-on-Trent (UK/England),Orange ball shape light spotted over Stoke on Trent 19 Sept 2008
09/18/2008 21:55,Crudwell (UK/England),"Red/orange lights moving slowly in the dark night sky, with no sound."
09/18/2008 21:30,Weymouth (UK/England),Black triangle with dim white lights in its corners flying overhead
09/12/2008 20:45,UK/England,"80-100 rectangle shaped lights spinning together clockwise, a huge see-through mixing bowl shape ufo."
09/11/2008 21:15,Manchester (UK/England,"5 yellow lights travelling in a line about a mile apart that made no noise and nothing but the light was visible, Manchester UK"
08/24/2008 00:00,Rhos (near Wrexham) (UK/England),"three orange lights regularly appeared formed triangle and headed off into north wales mountians ,nr wrexham"
08/23/2008 01:27,Cambridgeshire (UK/England),"Many bright orange circluar objects/lights, hovering slowly to the east up and down in a random motion."
08/19/2008 21:51,Colwynbay (UK/England),I WAS GOING HOME AND NOTICED AN ORANGE LIGHT IN THE SKY TRAVELING TOWARDS ME THERE WAS NO SOUND AS IT PASSED OVERHEAD. I GRABBED MY
08/16/2008 21:47,London East (UK/England),((HOAX??)) Some unidentifyed phenomenon in the skyes of East london.
08/14/2008 19:30,Rotherham (UK/England),large red area seen in sky in Rotherham England
08/12/2008 10:00,Conwy (UK/Wales),Orange Light In the sky
08/10/2008 23:55,Birmingham (UK/England),"BRIGHT LIGHT TRAVELLING FAST,TURNING QUICKLY TO RETURN THE WAY IT HAD COME FROM."
08/09/2008 02:00,Alton (Hampshire) (UK/England),Strange Bright white light hovering over nearby wood.
08/07/2008 22:00,Grangemouth (UK/Scotland),very bright lights in the sky that mooved then went straight up into the clouds
08/04/2008 23:00,Ingoldmells (UK/England),"Ingoldmells, object which appeared cloaked moved quickly with a whirring sound, also 3 separate lights disappearing above the sea"
08/03/2008 22:00,North Yorkshire (UK/England),two oval objects !
08/01/2008 20:30,Brighton (UK/England),"((HOAX??)) 2 objects, 1 was a helicopter observing glowing object which moved erratically, then helicopter gave chase."
07/30/2008 21:55,North London (UK/England),ORANGE LIGHT MOVING ERRATICALLY BEFORE MOVING QUICKLY UPWARDS DURATION APROC 3 MINS
07/29/2008 22:00,Telford (UK/England),"A light that moved strangely at the same speed and height, then desended downwards and disappeared"
07/27/2008 22:20,Warrington (UK/England),Dumbell-shaped object with bright light and roaring noise.
07/27/2008 14:15,Brean (Sommerset) (UK/England),"cigar shaped object or rod shaped u.f.o spotted over brean, sommerset, united kingdom"
07/26/2008 23:00,Bristol (UK/England),"2 red spheres sighted, in the Western sky, moving slowly, then gradually faded out, one after the other as if leaving orbit ."
07/26/2008 22:00,Norton (UK/England),Strange anomalies on photo's such as colourful balls that can't be seen with the naked eye
07/24/2008 22:20,Burton-on-Trent (UK/England),silent star-like ufo sighted in uk
07/24/2008 00:00,Gwent (UK/Wales),they looked like to white football flying side by side. they were only in view for around 30 seconds.
07/21/2008 22:35,Portsmouth (UK/England),equilateral triangle shape red and white flashing lights
07/20/2008 00:15,London (UK/England),Three orange glowing lights slowly moving across the sky.
07/16/2008 20:49,Doncaster,3 objects hovering over housing estate.
07/15/2008 22:15,County Durham (UK/England),possible sighting in co durham
07/14/2008 22:00,Potters Bar (UK/England),Three bright orange oval ojects sighted in the sky travelling East
07/14/2008 01:00,Brighton (UK/England),Large & Tiny Morphing Objects as seen in the same area as many other UFO's
07/12/2008 22:21,Dover (UK/England),Orange objects flying over Dover Kent England July 12th 2008
07/12/2008 02:00,Marlow (UK/England),"six seperate objects moving silently above marlow in bucks, uk"
07/12/2008 00:00,UK/England,UFO going through the sky
07/11/2008 18:30,Manchester (Salford) (UK/England),I just opened my front door to go for a cigerette and a bright light (like a planes front light from a distance or a very bright star
07/11/2008 14:09,Cardiff (UK/Wales),"UFO Wales, Barry, Friday 11th July 2008"
07/07/2008 23:08,Huddersfield (UK/England),Multi lighted saucer shape doing zigzag flights over English deserted moor
07/06/2008 22:00,Northhampton (UK/England),orange lights in my field moving in random direcions
07/05/2008 01:30,London (UK/England),STRANGE LIGHT
07/04/2008 23:00,Kettering (UK/England),a cigar shape light moving slow to the left then shot of with speed to the right
07/04/2008 00:05,Shirebrook (UK/England),4 dark disc shaped objects with green lights round the edge
07/03/2008 19:30,Rorherham (UK/England uk),2 grey circles moving fast
07/02/2008 23:00,London (UK/England),"triangle cruising steady,with no light just a light red glow on the under belly. ((NUFORC Note: ISS??))"
06/29/2008 22:45,Cheltenham (UK/England),Orange lights/fireballs
06/29/2008 02:30,Thetford (UK/England),One large and 3 to 4 smaller lights all white and round. Smaller lights moved around big light.
06/25/2008 23:15,Lakenheath (UK/England),stared as 2 became 3 one moved off from the other 2
06/25/2008 22:30,Hull (UK/England),"UFO over Hull, UK"
06/25/2008 22:00,Sheffield (UK/England),"5 lights, Diamond formation above street. UK 2008."
06/25/2008 22:00,Market Drayton (UK/England),Soldier told last night how he saw UFOs spinning in the skies above his military barracks
06/25/2008 20:50,"Chawton, Hampshire (UK/England)",Small moving white object flying at high altitude before disappearing.
06/24/2008 22:00,Surrey (UK/England),big orange ufo
06/24/2008 05:50,Leeds (UK/England),Silver Orb above Leeds UK
06/22/2008 01:00,Colchester (UK/England),Bright orange orbe over Colchester England
06/21/2008 00:45,Burnley (UK/England),((HOAX)) bright light hovering in sky which expanded then vanished.
06/20/2008 23:00,Oldham (Manchester)(UK/England),"Two Birght orange lights hovering over the penines in Odham, England"
06/17/2008 16:40,"Chawton, Hampshire (UK/England)",unknown white object appears flying at low altitude then suddenly seems to dissappear.
06/16/2008 19:45,Swindon/Didcott (UK/England),"Bright, static, object with tail - helicopter in possibly pursuit"
06/15/2008 19:00,London (UK/England),Matalic blue object over central London.
06/14/2008 02:00,Southampton (UK/England),triangle shap in night sky
06/12/2008 01:00,Bristol (UK/England),large figure stoof in my doorway and flashes of light. ((NUFORC Note: May not be a serious report?? PD))
06/09/2008 21:00,"Sherston, Malmesbury (UK/England)",Torpedo shaped object crosses sky noiselessly
06/08/2008 22:30,Gloucester (UK/England,on object of multi rings of white balls of light moving across the sky and flashing
06/08/2008 21:40,Havant (UK/England),"UK UFO OVER HAVANT, HAMPSHIRE JUNE 8th 2008 REORTED BY G. ARMSTRONG"
06/08/2008 00:15,Falmouth (UK/England),Bright flash in eastern sky
06/08/2008 00:00,Cardiff (UK/Wales),http://www.thesun.co.uk/sol/homepage/news/article1315843.ece
06/07/2008 23:00,Hereford (UK/England),"lights,no sound overhead,hereford u.k."
05/31/2008 22:25,Sheffield (UK/England),Two orbs travelling parallel and disappearing
05/31/2008 22:00,Guernsey (UK/England),bright lights moving very fast
05/30/2008 23:37,Devon (UK/England),bright object moving at speed then dissapear it was a clear night with stars
05/24/2008 00:20,"Alton, Hampshire (UK/England)",strange slow moving white light which had no lights on it and made no sound moving overhead and out of sight
05/13/2008 03:40,Essex (UK/England),"Bright white flashing light, emitting sparks, making a slow incline over Essex coast in England."
05/10/2008 23:00,UK/Scotland,bright fast moving light
05/09/2008 23:20,Marlow (UK/England),9 large star like objects in a perfect line about a mile across.
05/09/2008 22:33,Cannock (UK/England),"Flashes in the sky, inside fake clouds. Silhouetted Oval, Computer died when camera was activated for recording."
05/04/2008 21:35,Edinburgh (UK/Scotland),4/5 looked like dark objects but were 50% bright orange lights in the front
04/26/2008 21:20,Torquay (UK/England),"Photographed object and soundless white/red lights over Torquay, red light shining spotlight and spiralling whte lighte at Preston"
04/21/2008 16:10,Nunburnholme (UK/England),"it was just after school when an extremely large UFO hovered above nunburnholme hill, it made no noise but made huge beames of light!"
04/13/2008 21:27,"Fair Oak, Hampshire (UK/England)","Triangle formation observed at Fair Oak, Hampshire, England"
04/12/2008 23:35,Chesterfield (UK/England),"Orangel glowing light floating over Chesterfield, Derbyshire UK then fading away"
04/12/2008 22:00,Seaton (UK/England),Series of 13 orange lights travelling silently from West to East on same trajectory but not evenly spaced.
04/12/2008 21:00,Stafford (UK/England),"3 UFO's spotted in the same spot as another before months ago, apparently watching me. ((NUFORC Note: Possible hoax?? PD))"
04/09/2008 03:00,Haworth (UK/England),"One dim white light followed by a much brighter silvery 'ball' of light, moving at first slowly, almost directly above and in parallel."
04/08/2008 03:00,Wrexham (UK/England),Orange globe over Wales UK.
04/07/2008 22:30,Derbyshire (UK/England),Bright red and orange glowing circle moving fast and then hovering for a few seconds then it and moved away
04/06/2008 00:56,Worksop (UK/England),"Undetermined shape, with wings and fin, with continuous row of lights round the side and back, with red green and orange lights"
03/30/2008 20:48,UK/England,"2 bright lights moving in perfect sync, one stopped the other continued west at very high speed."
03/27/2008 08:00,London (UK/England),"London Terminal 5 opening breakfast news, sighting of a man in a white space suit, captured on BBC film!"
03/19/2008 20:40,South Wales (UK/S.Wales),It was glowing a irridescent light green and a luminouse blue.
03/14/2008 17:30,Halifax (UK/England),"Two lights moving in the sky, viewed in the sky (looking south) from village of Shelf in Halifax, England. They are both like oval sha"
03/04/2008 18:00,Durham (UK/England),Cone shape over Durham
02/19/2008 17:30,"Chawton, Hampshire (UK/England)",Moving white light that glowed/shined and then completely vanished.
02/17/2008 17:00,Wigan (UK/England),"strange shape seen over wigan, lancashire"
02/16/2008 19:00,Kendal (UK/England),((HOAX??)) was a light in the sky that justed warped into space after 20 secs
02/15/2008 19:03,UK/England,egg shaped object big red flashing light
02/12/2008 21:25,Dalkieth (Edinborough (UK/Scotland),asteroid from bedroom window through a skywatcher 4 in scope
02/12/2008 11:20,Luton (UK/England),small bright star like object hovering in the sky
02/11/2008 18:30,Wolverhampton (UK/England),"4 red lights, rectangle, flying slowly west to east over Wolverhampton"
02/10/2008 14:50,East Barnet (UK/England),3 round dancing silver balls near plane..uk
02/10/2008 12:35,London (UK/England),Silver bright obect over Heathrow
02/10/2008 02:00,Maidenhead (UK/England),((HOAX??)) Synchronized red lights
02/08/2008 21:00,Wakefield (UK/England),"White light over Wakefield, West Yorkshire, United Kingdom"
02/07/2008 08:00,Bolton (UK/England),Rugby shape window area in sky with a craft inside.
02/06/2008 23:40,Durham (UK/England),Three Orange lights
02/03/2008 13:30,Holywell (UK/Wales),very bright daylight sighting with video and photo
02/02/2008 14:40,London (UK/England),Black diamond shaped UFO over north london
01/30/2008 20:35,Cumbernauld (UK/Scotland),Green light flying from right to left stops then shoots upward and away
01/27/2008 19:30,Manchester (UK/England),"three bright lights different colours, changing shapes."
01/27/2008 18:53,Cheshire (UK/England),Cheshire UK England.20 seconds(approx) two slowly moving star-like objects moving together then apart before disappearing
01/26/2008 19:20,Basingstoke (UK/England),ufo basingstoke u.k.
01/25/2008 00:00,Plymouth (UK/England),"just wondered if you seen anything strange in the last couple of days nr your labs and setup ,only a question please get bck to me loud"
01/21/2008 18:00,Nottingham (UK/England),((HOAX??)) The object was travelling at quite high speeds!
01/20/2008 23:00,West Kilbride (UK/Scotland),"Creamy yellow oval pulsing and hovering over Law hill in west kilbride, Scotland."
01/12/2008 00:07,Liverpool (UK/England),Huge red lights in formation over Liverpool
01/11/2008 23:25,London (southwest) (UK/England),Bright orange light moving from ENE to WSW visible through high cloud. We are near London Heathrow and have constant aircraft sighting
01/10/2008 21:50,"Rishton/Blackburn, Lancashire (UK/England)",Bright light moving in the sky
01/09/2008 23:00,Broadstairs (UK/England,"we saw a white moving light in the sky which changed intoa large orange fire ball,followed by a smaller concave orange shape"
01/08/2008 21:30,Cardiff (UK/Wales),we were walking in the evening a saw what we first thought was a hot air ballon on fire. We watched it remain in the same spot for abou
01/06/2008 02:00,Whitburn (UK/England),90 oval discs over small UK coastal town
01/01/2008 00:20,Sheffield (UK/England),"lights traveling in a 2 +1+1+1+1 formation evenly spaced between each and traveling nnw single lights ,not flickering just a yellow /or"
01/01/2008 00:10,Ellesmere Port (UK/England),saucer shape craft with orange light
12/31/2007 00:20,Aldershot (UK/England),"3 Bright Orange Lights, Moving North, North Easterly, Lasting 3 To 4 Minutes"
12/30/2007 18:47,Failsworth Manchester,floating fireball
12/29/2007 23:10,West Sussex (UK/England),"a small orange glowing ball travelling very high and fast and totally silent. Horsham West Sussex, England"
12/29/2007 21:00,Kirkby In Ashfield (UK/England),"Changing Colour rapidly, Bright, Video Footage"
12/27/2007 21:25,Hull (UK/England),Three orange/amber lights observed in Hull England on the 27th December 2007 at 21:25
12/18/2007 23:30,Helmsley (UK/England),bright light purued by military aircraft
12/15/2007 19:10,London (UK/England),Large white orb and several lights chased by unmarked black military helicopter
12/10/2007 23:00,"Loch Ness, Inverness (UK/Scotland)","Object moving through sky and atmosphere with changing lights, moving in several directions"
12/10/2007 19:30,Leven (UK/Scotland),((HOAX??)) leven v shaped object
12/09/2007 05:50,London (UK/England),Silver light ober Croydon UK. Much to bright and fast to be a plane.
12/08/2007 00:34,Todmorden (UK/England),"Lights above Todmorden, England. ((NUFORC Note: We suspect a sighting of Sirius, but we cannot be certain. PD))"
12/06/2007 17:30,Shropshire (UK/England),i was standing having a cigarette when i saw a sausage shaped object go through the sky in front of me it didn't zig zag it was true an
12/02/2007 04:35,Bridgewater (UK/England),craft over uk village
11/26/2007 22:00,Aberdeen (UK/Scotland),"((HOAX??)) This was a red light which was moving quite fast over Aberdeen, Scotland."
11/22/2007 21:20,Nottingham (UK/England),V shaped light formation
11/16/2007 19:35,Skelmersdale (UK/England),4 orange balls of light viewed from ashurst skelmersdale
11/12/2007 22:57,Solihull (UK/England),three lights making extreme noise but passed off by local authority as a hot air balloon
11/11/2007 18:40,Southport (UK/England),NINE BRIGHT LIGHTS STATIONRY AND THENMOVED WITH PHENOMINAL SPEED AND DISAPEARED
11/05/2007 20:10,Leftwich/Northwich (UK/England),"Glowing orange ball of light, stationary for at least 3 minutes, then proceeded on a vertical axis, then shot at amazing speed upwards"
11/03/2007 19:30,Birmingham (UK/England),"6 bright circle lights, 4 in a diamond formation and 2 leading the way"
10/31/2007 21:30,Colchester (UK/England),we were on our way out for the night and walking up brook st colchester essex engalnd there was a strange light we thoughy it was a fa
10/28/2007 12:10,Glasgow (UK/Scotland),Egg rimer shaped object flew incredibly fast in cleasr sky making no sound.
10/24/2007 18:03,Aldershot (UK/England),pink/reddish Fireball or light floating motionless over nearby fields
10/24/2007 17:40,Stevenage (UK/England),Yellow disk over Stevenage. ((NUFORC Note: Student report. PD))
10/23/2007 20:30,Burnley (Lancashire) (UK/England),firey orange object no sound
10/22/2007 00:00,Dundee (UK/Scotland),CRAFT WITH EMITTING FLAMES
10/21/2007 03:20,Hereford (UK/England),moving lights spotted above hereford in england
10/19/2007 17:30,Leamington Spa (UK/England),"2 unexplained objects stationary in the sky for 20 minutes, took a photograph."
10/18/2007 23:45,Manchester (UK/England),three silent white balls in a triangle formation floating through the sky.
10/18/2007 21:10,Gillingham (UK/England),Large and Bright light with Steady Course Vanished
10/17/2007 20:15,Leeds (West Yorkshire) (UK/England),((HOAX??)) i look up at the stars when i saw object moving looked like a star.but beined it was triangle shape object.
10/16/2007 19:55,Leeds (UK/England),Golden light ball / craft in the sky
10/13/2007 22:30,Kirkcaldy (UK/Scotland),semi-transparent big wheel like object. spinning in a stationery possition for about 10 miutes
10/11/2007 23:00,London (UK/England),Yellow lights in formation
10/09/2007 02:30,Canvey Island (UK/England),amazing pictures in the sky of a 100% ufo what else could it be? i believe i believe i believe
10/06/2007 22:40,Worthing (West Sussex) (UK/England),Blue star shaped metal 'machine'. 0-1 binary. 7ft star being
10/06/2007 22:00,Leamington Spa (UK/England),"Silent red light, moving very fast, seen by three men"
10/06/2007 21:30,Uckfield (UK/England),HOVERING ORB LIKE LIGHTS YELLOW/ORANGE UCKFIELD EAST SUSSEX
10/05/2007 09:36,St. Helier (Jersey Channel Islands) (UK/England),Bright white light seen in daylight over Channel Islands moving on East to West course
09/26/2007 21:30,Blandford Forum (UK/England),We saw two red orbs - The first one went up and over to the right - The second one stopped and became more intense in colour going form
09/24/2007 21:00,Newcastle-Upon-Tyne (UK/England),a star like object that moved across the sky very quick and swaying left to right moved right above our house then vanished.
09/23/2007 20:15,LLangollen & Wrexham (UK/ North Wales),no planes or helicoptors in the area not 11 in row thats for sure & the lights diffrent colour to planes & helicoptors
09/22/2007 22:00,Manchester (Withington) (UK/England),fleet of moving star like objects over withington manchester
09/22/2007 20:00,Keighley (UK/England),UFO's over Keighley UK
09/17/2007 20:38,Weston Super Mare (UK/England),2 very bright objects on same path same speedb
09/16/2007 02:45,Loughton (UK/England),Black triangle over Loughton UK
09/15/2007 11:00,London (UK/England),8-12 silver objects 3 held a triangle formation through out . with other moving free in and out of visability.
09/15/2007 00:20,London (UK/England),My partner and I seen an object with hazy amber/yellow lights which look like a giant jellyfish flying slowly over east London 15/09/07
09/14/2007 14:55,Milon Keynes (UK/England),"Bright Orange Orb Milton Keynes, England 14/09/2007"
09/14/2007 04:51,North Bristol (UK/England),Object changes colour and moves at amazing speeds. ((NUFORC Note: Sighting of Venus. PD))
09/13/2007 20:30,Somerset (UK/England)k,light with two moving objects no noise was apparent
09/10/2007 22:30,Manchester (UK/England),"Line of reds dots over Davyhulme Manchester, England"
09/09/2007 11:00,Christchurch (UK/England),i heard a loud noice and looked out of my window when i saw noticed this square it went round in circles then zoomed off
09/08/2007 22:20,London (UK/England),"3 orangey yellow lights in triangle formation, North London NW1"
09/08/2007 22:15,Hampshire (UK/England),15 bright orange lights all travelling at the same speed then they all disappeared
09/07/2007 09:30,Dorset (UK/England),Two red orbs-one which drops red fluid to the ground
09/06/2007 19:15,Lowestoft (UK/England),extreme brightness and shape of light and no sound and fast speed
09/04/2007 18:03,Newbridge (Gwent) (UK/Wales),sphere flew overhead stopped manouvered at impossible speed changed shape and left at high speed
09/01/2007 20:00,Beech (at King's Hill) (UK/England),formation of bright light's in the night sky moving slowly then fading and suddenly moving away at high speed
08/30/2007 01:44,Sharldlow (Derby) (UK/England),Shardlow 1:44 AM (Red and white light)
08/29/2007 22:17,Chawton (Village of) (UK/England),White light/object moving across the Night sky
08/28/2007 19:50,Liverpool (UK/England),Bright yellow glowing rectangle.
08/26/2007 18:51,Milton Keynes (UK/England),triangle formation changing positions
08/26/2007 03:28,Liverpool (UK/England),Star like object started shining very bright. Then faded in brightness and started moving across the sky.
08/25/2007 21:00,Tonbridge (UK/England),"Red lights, High altitude Northern Hemisphere August 2007"
08/18/2007 01:00,London (UK/England),as above
08/15/2007 00:30,Glasgow (UK/Scotland),Witnessed an orange orb of light that appeared within a few feet of me in my house around 2007.
08/13/2007 01:00,Brighton (UK/England),Orbs & 3 Triangles observed 13 minutes filmed on camcorder Brighton Sussex U.K.
08/13/2007 00:16,London (UK/England),Black triangle seen briefly in South-East of UK
08/12/2007 00:15,Sunderland (UK/England),two bright moving object over my house
08/11/2007 23:00,Bedford (UK/England),2 very fast star like objects darting around then moved very fast in one direction across the sky.
08/11/2007 21:40,Oxford (UK/England),strong yellow light moving at speed across sky at a low altitude. Absolutely silent whilst it travelled
08/10/2007 22:50,UK/England,Formation of 6 or 7 fast star-like objects in the skies above Kent UK.
08/10/2007 21:30,Wolverhampton (UK/England),A bright light shooting off at speed
08/10/2007 19:05,Accrington (UK/England),"Unknown object / 3 lights, camouflaged when motionless against a clear night sky."
08/08/2007 23:10,Swinton (UK/England),ufos over manchester
08/05/2007 22:10,Coventry Area (UK/England),"An orange light, which looked spherical, passed across the sky SW from Coventry to NE in a corkscrew trajectory then straight line out"
08/05/2007 21:31,"Chawton, Hampshire (near Alton) (UK/England)",A single Small white light observed moving across night sky at a very high altitude
